Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:00,20:20,08h 20m,INR 945,18 Seats available,"4.0
133",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,21:25,07h 39m,INR 1099,10 Seats available,"2.8
34",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,23:05,08h 50m,INR 945,23 Seats available,"4.3
93",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,1:00,10h 00m,INR 801,9 Seats available,"4.0
16",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,23:45,08h 20m,INR 1099,18 Seats available,"2.9
43",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,1:25,08h 40m,INR 832,9 Seats available,"3.3
13",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),22:30,7:30,09h 00m,INR 1299,24 Seats available,"4.6
553",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,9:00,10h 00m,INR 1099,17 Seats available,"4.0
339",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
National travels and logistics,A/C Sleeper (2+1),22:45,7:00,08h 15m,1250,16 Seats available,"4.2
79",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdSAAM BUS,VE A/C Sleeper (2+1),21:45,6:45,09h 00m,INR 1300,12 Seats available,"4.2
269",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,A/C Sleeper (2+1),23:00,7:30,08h 30m,INR 1449,15 Seats available,"4.3
18",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,A/C Sleeper (2+1),18:45,6:30,11h 45m,INR 1500,15 Seats available,"4.0
111",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
DLT BUS,A/C Sleeper (2+1),22:30,7:30,09h 00m,INR 1899,8 Seats available,"4.2
317",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
AdSuraj Holidays,VE A/C Sleeper (2+1),22:30,7:30,09h 00m,INR 1040,10 Seats available,"3.7
265",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,VE A/C Sleeper (2+1),22:45,7:30,08h 45m,1480,12 Seats available,"4.0
292",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),22:30,6:45,08h 15m,INR 1099,28 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),19:45,6:00,10h 15m,998,20 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
FAST LINE BUS,A/C Sleeper (2+1),21:15,6:15,09h 00m,1169,18 Seats available,"4.0
35",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),20:15,3:15,07h 00m,INR 1199,29 Seats available,4.6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,A/C Seater / Sleeper (2+1),21:30,6:00,08h 30m,INR 1100,10 Seats available,"4.0
54",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),22:15,6:30,08h 15m,1110,12 Seats available,"4.2
122",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),21:45,6:10,08h 25m,1109,10 Seats available,"4.0
278",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),21:15,5:45,08h 30m,1399,23 Seats available,"4.3
91",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SAAM BUS,VE A/C Sleeper (2+1),21:40,6:00,08h 20m,INR 1400,22 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,7:05,09h 00m,1139,32 Seats available,"3.5
145",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:15,4:45,06h 30m,INR 900,10 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
DA Transports,A/C Sleeper (2+1),21:45,6:55,09h 10m,INR 1100,27 Seats available,"3.9
257",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Usha Transport,NON A/C Sleeper (2+1),23:00,8:49,09h 49m,1050,24 Seats available,"3.3
17",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
National travels and logistics,NON A/C Sleeper (2+1),22:30,6:15,07h 45m,1090,20 Seats available,"3.7
169",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,7:05,09h 05m,INR 1299,20 Seats available,"3.4
120",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,Non A/C Seater / Sleeper (2+1),18:45,5:15,10h 30m,INR 1400,6 Seats available,"3.5
72",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,5:30,08h 30m,INR 1399,17 Seats available,"3.6
109",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,6:00,09h 30m,INR 970,16 Seats available,"3.4
14",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,22:00,6:45,08h 45m,INR 1000,13 Seats available,"3.8
70",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),21:45,7:00,09h 15m,INR 1000,31 Seats available,"2.9
61",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,6:45,09h 45m,INR 900,16 Seats available,"2.6
248",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),22:30,6:30,08h 00m,INR 1000,27 Seats available,"2.7
55",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Vijay Lines,A/C Seater / Sleeper (2+1),22:20,7:00,08h 40m,899,13 Seats available,"2.4
81",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
KSRTC (Kerala) - 1870,Low Floor AC Seater 2+2,8:30,14:14,05h 44m,INR 383,2 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 764,Super Fast Non AC Seater (2+3),9:00,14:30,05h 30m,INR 269,50 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2571,Super Fast Non AC Seater (2+3),9:30,15:55,06h 25m,INR 261,43 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2567,Super Fast Non AC Seater (2+3),10:05,16:30,06h 25m,INR 261,42 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),10:55,16:20,05h 25m,INR 269,40 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1927,Low Floor AC Seater 2+2,12:30,18:19,05h 49m,INR 383,3 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 596,Super Express Non AC Seater Air Bus (2+2),13:40,18:40,05h 00m,INR 293,6 Seats available,"3.9
16",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2718,Super Fast Non AC Seater (2+3),13:50,20:00,06h 10m,INR 209,39 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55,20:20,06h 25m,INR 269,44 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2896,Low Floor AC Seater 2+2,14:00,20:15,06h 15m,INR 383,2 Seats available,"3.3
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 3310,Low Floor AC Seater 2+2,14:31,19:50,05h 19m,INR 383,4 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2818,Super Fast Non AC Seater (2+3),15:00,20:30,05h 30m,INR 269,45 Seats available,"2.2
5",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2810,Super Fast Non AC Seater (2+3),15:25,21:05,05h 40m,INR 269,49 Seats available,"2.1
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,21:15,05h 35m,INR 269,44 Seats available,"2.4
18",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2898,Low Floor AC Seater 2+2,16:00,22:15,06h 15m,INR 383,20 Seats available,"2.7
13",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,22:40,05h 15m,INR 269,18 Seats available,"1.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,22:50,04h 50m,INR 309,11 Seats available,"1.8
16",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,0:15,06h 15m,INR 383,6 Seats available,"2.8
8",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,23:44,05h 14m,INR 383,1 Seat available,"2.5
33",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,1:01,04h 36m,INR 309,4 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,1:44,05h 14m,INR 383,8 Seats available,"3.0
8",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 3090,Super Express Non AC Seater Air Bus (2+2),20:55,0:55,04h 00m,INR 309,12 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,2:35,05h 35m,INR 269,44 Seats available,"3.9
9",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,1:10,03h 55m,INR 309,22 Seats available,"2.7
9",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,2:35,05h 10m,INR 309,8 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1212,AC MULTI AXLE,22:00,2:26,04h 26m,INR 750,38 Seats available,"1.8
11",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 700,Super Fast Non AC Seater (2+3),22:15,3:49,05h 34m,INR 255,43 Seats available,"1.9
4",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,4:19,05h 54m,INR 269,36 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,22:30,3:40,05h 10m,INR 383,9 Seats available,"3.2
32",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,3:50,05h 10m,INR 255,43 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,3:40,05h 00m,INR 288,8 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 1011,Super Fast Non AC Seater (2+3),23:00,4:30,05h 30m,INR 261,33 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),23:15,3:05,03h 50m,INR 268,6 Seats available,3,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),23:25,3:55,04h 30m,INR 299,9 Seats available,"4.2
7",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 370,AC MULTI AXLE,23:45,4:15,04h 30m,INR 750,44 Seats available,"2.1
12",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,23:59,03h 54m,INR 800,19 Seats available,"3.6
133",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,1:30,04h 30m,INR 600,20 Seats available,"4.0
41",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,1:29,02h 59m,INR 800,20 Seats available,"3.3
32",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),23:00,2:30,03h 30m,INR 700,35 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,4:29,04h 59m,INR 680,11 Seats available,"4.9
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,3:10,03h 40m,INR 899,40 Seats available,4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,2:35,03h 05m,INR 899,19 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Holy Maria Travels,A/C Semi Sleeper (2+2),23:30,3:30,04h 00m,INR 600,32 Seats available,3.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,A/C Sleeper (2+1),23:55,5:30,05h 35m,890,6 Seats available,"4.8
9",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,5:30,05h 35m,675,19 Seats available,"4.1
20",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,5:55,05h 56m,INR 949,28 Seats available,"4.9
5",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,6:00,06h 01m,INR 800,12 Seats available,"4.5
23",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Sonia Travels,A/C Semi Sleeper (2+2),0:20,5:20,05h 00m,INR 600,29 Seats available,4.4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,2:00,04h 15m,INR 800,31 Seats available,"2.2
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,1:45,03h 30m,INR 800,23 Seats available,"2.9
19",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,3:10,03h 55m,INR 850,20 Seats available,"1.5
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
BLM Transports,A/C Sleeper (2+1),22:00,2:45,04h 45m,1035,13 Seats available,"3.5
7",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,5:00,05h 01m,INR 600,32 Seats available,"2.6
12",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
EMERALD TRAVELS,A/C Sleeper (2+1),22:10,2:40,04h 30m,INR 1300,8 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,A/C Sleeper (2+1),22:20,2:35,04h 15m,INR 1499,10 Seats available,4,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,3:15,04h 10m,1049,6 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,3:15,03h 45m,INR 1350,18 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,5:30,05h 31m,INR 1249,2 Seats available,"4.1
11",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),7:00,15:20,08h 20m,INR 432,20 Seats available,"4.5
38",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),7:30,15:50,08h 20m,INR 567,17 Seats available,"4.0
13",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),8:05,16:45,08h 40m,INR 469,18 Seats available,"3.1
40",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,8:30,17:05,08h 35m,INR 627,6 Seats available,"4.1
87",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),10:00,18:30,08h 30m,INR 469,21 Seats available,"3.2
45",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,12:00,20:20,08h 20m,INR 627,8 Seats available,"4.1
70",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:30,22:05,08h 35m,INR 432,22 Seats available,"3.8
63",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,3:15,09h 15m,INR 513,19 Seats available,"3.7
36",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:05,4:20,09h 15m,INR 688,10 Seats available,"3.6
53",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 1583,Super Express Non AC Seater Air Bus (2+2),20:00,5:15,09h 15m,INR 640,11 Seats available,"3.5
25",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,6:40,09h 40m,INR 620,2 Seats available,"3.7
49",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 1584,Super Express Non AC Seater Air Bus (2+2),21:30,6:35,09h 05m,INR 640,13 Seats available,"3.7
32",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),22:00,7:10,09h 10m,INR 640,13 Seats available,"3.9
71",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),22:15,6:13,07h 58m,INR 640,13 Seats available,"1.6
31",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
MMK Travels,A/C Seater / Sleeper (2+1),21:30,6:00,08h 30m,INR 800,23 Seats available,"4.4
575",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,21:45,09h 30m,INR 599,32 Seats available,"4.2
236",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,Non A/C Seater / Sleeper (2+1),21:00,6:00,09h 00m,INR 700,26 Seats available,"4.0
59",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
AdSAAM BUS,VE A/C Sleeper (2+1),20:30,6:15,09h 45m,INR 850,21 Seats available,"4.3
214",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DLT BUS,A/C Sleeper (2+1),21:45,6:30,08h 45m,INR 1100,15 Seats available,"4.4
327",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),22:00,6:00,08h 00m,INR 749,19 Seats available,"4.3
18",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SKS Tours & Travels,A/C Sleeper (2+1),21:00,6:00,09h 00m,799,16 Seats available,"4.3
76",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,A/C Sleeper (2+1),21:00,6:15,09h 15m,849,15 Seats available,"4.2
57",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,A/C Seater / Sleeper (2+1),21:45,6:45,09h 00m,INR 850,32 Seats available,"4.0
27",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,A/C Sleeper (2+1),20:00,6:00,10h 00m,INR 950,20 Seats available,"4.1
224",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,VE A/C Sleeper (2+1),21:16,6:30,09h 14m,878,26 Seats available,"4.0
153",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SAAM BUS,VE A/C Sleeper (2+1),21:00,5:45,08h 45m,INR 850,21 Seats available,4.3,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
PSK Travels,Bharat Benz A/C Sleeper (2+1),14:30,23:20,08h 50m,INR 1440,17 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,NON A/C Sleeper (2+1),20:45,6:15,09h 30m,749,16 Seats available,"3.7
210",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:10,7:15,10h 05m,INR 799,18 Seats available,"3.2
94",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DA Transports,A/C Sleeper (2+1),21:50,6:45,08h 55m,INR 849,17 Seats available,"3.6
29",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),22:00,7:15,09h 15m,INR 880,22 Seats available,"3.3
281",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Bharathi Travels,A/C Sleeper (2+1),15:00,23:48,08h 48m,INR 790,22 Seats available,"3.0
48",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),19:31,4:30,08h 59m,INR 749,14 Seats available,"3.5
32",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,6:30,09h 00m,INR 999,9 Seats available,"3.2
74",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),20:31,6:30,09h 59m,INR 849,10 Seats available,"3.3
29",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,23:10,09h 25m,INR 1300,18 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
